id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
8720,2010/2011,2,0,2010-10-24 00:00:00,94841,29631,29471,36146,38842,97752,27774,25772,27324,41244,27642,27255,26955,106309,37359,155534,26959,36086,58346,30702,35852,39837,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,FC St. Pauli,STP
8721,2010/2011,0,0,2010-10-22 00:00:00,25524,37156,27461,37787,30987,52243,38216,38843,39106,33101,34602,32653,30894,30868,94886,30477,25365,30872,27300,95078,116772,27326,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,FC Bayern Munich,BMU
8722,2010/2011,0,0,2010-10-23 00:00:00,27467,167065,36076,27475,27484,27471,34267,27472,27478,35997,38601,27299,72813,30649,68253,184645,26437,27483,25773,36784,37411,30655,Germany,Germany 1. Bundesliga,Eintracht Frankfurt,EFR,FC Schalke 04,S04
8723,2010/2011,1,4,2010-10-23 00:00:00,38793,36380,145561,27412,212813,36007,26472,129944,37313,25957,66940,128689,35989,35606,41927,30616,30706,114364,71353,27316,25366,110148,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,SV Werder Bremen,WBR
8724,2010/2011,2,1,2010-10-23 00:00:00,178778,9079,29276,109615,23587,36771,26388,27512,20196,16678,46700,37678,37379,39000,103089,27535,118298,34971,43138,39847,114650,36389,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,1. FC Kaiserslautern,KAI
8725,2010/2011,2,1,2010-10-23 00:00:00,27518,30811,200965,25483,28081,26928,36186,39834,115670,47357,29145,114211,97493,97491,38215,36395,38188,30789,185336,178804,32118,108401,Germany,Germany 1. Bundesliga,Hannover 96,HAN,1. FC Köln,FCK
8726,2010/2011,2,1,2010-10-23 00:00:00,27433,38178,40093,27438,27436,113340,26440,141396,178818,37042,141161,114737,31290,35112,30902,37317,30530,19511,26113,30445,31235,15403,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,VfL Wolfsburg,WOL
8727,2011/2012,3,1,2011-08-05 00:00:00,27358,13518,20396,36388,265363,178818,37374,177714,144993,94652,93447,24104,141113,29673,27461,33338,52243,16300,33101,26675,164385,30496,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,Hamburger SV,HAM
8728,2011/2012,2,0,2011-08-06 00:00:00,27313,39455,184645,134217,27438,35606,27316,71353,35989,196489,30827,145550,37379,35998,103089,35125,34971,200964,27120,39847,147732,36253,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,1. FC Kaiserslautern,KAI
8729,2011/2012,2,1,2011-08-06 00:00:00,41087,27330,36005,24167,25483,94916,36186,39834,115670,39840,29145,33473,39841,95574,27411,26489,119525,30915,172901,37357,36011,40176,Germany,Germany 1. Bundesliga,Hannover 96,HAN,TSG 1899 Hoffenheim,HOF
8730,2011/2012,2,0,2011-08-07 00:00:00,25018,33823,27415,36806,25628,27420,22313,127945,42873,107281,38364,114963,97734,109615,58354,43210,37373,27429,71560,34681,178812,73448,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,Bayer 04 Leverkusen,LEV
8731,2011/2012,3,0,2011-08-06 00:00:00,94841,37401,36146,30964,24791,25772,27234,36132,27324,26782,27642,49586,190796,68253,101501,43061,27483,171698,27306,30655,128827,36784,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,FC Schalke 04,S04
8732,2011/2012,0,3,2011-08-06 00:00:00,27284,36395,97491,114492,37381,37249,31290,38188,108401,32118,38848,30820,30530,35112,27475,37317,27472,19511,27287,27774,27556,75447,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,VfL Wolfsburg,WOL
8733,2011/2012,2,2,2011-08-06 00:00:00,27503,26618,36073,36841,45464,27425,42715,36057,26982,37319,95094,178778,9079,29276,26894,23587,36771,188498,37087,27512,26388,46700,Germany,Germany 1. Bundesliga,FC Augsburg,AUG,SC Freiburg,FRE
8734,2011/2012,0,1,2011-08-06 00:00:00,36878,35988,36076,38170,27307,36130,26545,102301,50345,25365,193530,27433,158234,178206,200962,27436,26440,174093,230910,33772,36035,150292,Germany,Germany 1. Bundesliga,Hertha BSC Berlin,HBE,1. FC Nürnberg,NUR
8735,2011/2012,0,1,2011-08-07 00:00:00,27299,27303,36183,94886,30894,147729,30872,30834,95078,116772,27326,184554,114025,26588,38432,27412,37292,145551,129944,38398,30854,25957,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,Borussia Mönchengladbach,GLA
8736,2011/2012,5,0,2011-10-22 00:00:00,27358,13518,71399,36388,94685,37374,30707,177714,144993,94652,93447,27284,31290,97486,108524,37381,38188,108401,37249,185336,13428,32118,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,1. FC Köln,FCK
8737,2011/2012,0,1,2011-10-23 00:00:00,215168,97734,27492,109615,43210,37373,27429,71560,30699,178812,31199,210822,68253,101501,171698,43061,27483,128827,26437,30655,243164,36784,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,FC Schalke 04,S04
8738,2011/2012,1,1,2011-10-22 00:00:00,24104,27461,184821,93064,33338,16300,52243,164385,30987,30496,33101,30820,30530,39032,291620,37317,27472,27774,19511,27339,201888,75447,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,VfL Wolfsburg,WOL
8739,2011/2012,2,1,2011-10-23 00:00:00,41087,30811,36005,24167,25483,94916,36186,39834,30250,39840,29145,27299,27303,36183,94886,30894,147729,30872,116772,95078,30924,27326,Germany,Germany 1. Bundesliga,Hannover 96,HAN,FC Bayern Munich,BMU
8740,2011/2012,2,2,2011-10-22 00:00:00,71524,158234,200962,178206,229759,26440,174093,212875,113340,147735,150292,94841,37401,36146,30964,38842,25772,26782,27234,36132,20694,27642,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,VfB Stuttgart,STU
8741,2011/2012,1,0,2011-10-22 00:00:00,145550,37379,39000,35998,27535,36253,27418,27120,34971,75405,157369,178778,33792,29276,10950,23587,36771,37087,16678,27512,26388,46700,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,SC Freiburg,FRE
8742,2011/2012,1,0,2011-10-22 00:00:00,29303,39841,95574,27411,26489,37357,193176,242709,157729,30915,36084,184554,114025,40735,38432,33579,192625,145551,37292,38398,129944,30854,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,Borussia Mönchengladbach,GLA
8743,2011/2012,1,1,2011-10-21 00:00:00,27503,27437,36073,95081,20125,27425,42715,243127,37319,27524,95094,27313,39455,27438,28480,184645,35989,167094,71353,27316,30827,25366,Germany,Germany 1. Bundesliga,FC Augsburg,AUG,SV Werder Bremen,WBR
8744,2011/2012,0,0,2011-10-22 00:00:00,36878,35988,11027,38170,27307,25365,42297,36130,25819,27155,50345,25018,33823,36000,36806,27331,158879,25628,22313,42873,38364,97747,Germany,Germany 1. Bundesliga,Hertha BSC Berlin,HBE,1. FSV Mainz 05,MAI
8745,2011/2012,4,0,2011-10-29 00:00:00,27299,27303,33085,94886,30894,30868,30872,116772,95078,30924,27326,71524,38178,200962,178206,229759,26440,158234,174093,267992,147735,150292,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,1. FC Nürnberg,NUR
8746,2011/2012,3,1,2011-10-29 00:00:00,210822,68253,101501,171698,43061,27483,128827,26437,30655,243164,36784,33473,39841,95574,27411,26489,193176,40176,242709,157729,30915,36084,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,TSG 1899 Hoffenheim,HOF
8747,2011/2012,1,1,2011-10-30 00:00:00,24104,39141,184821,27461,33338,164385,16300,52243,30987,33101,93064,145550,37379,39000,35998,27535,27120,27418,36253,34971,209430,75405,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,1. FC Kaiserslautern,KAI
8748,2011/2012,1,3,2011-10-29 00:00:00,27488,33823,36000,36806,27331,158879,22313,25628,278863,196366,95082,27313,39455,41927,28480,184645,167094,35989,27316,141396,30827,25366,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,SV Werder Bremen,WBR
8749,2011/2012,0,1,2011-10-28 00:00:00,178778,33792,29276,10950,23587,36771,37087,16678,27352,26115,46700,215168,97734,27492,109615,43210,27427,37373,71560,30699,178812,73448,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Bayer 04 Leverkusen,LEV
8750,2011/2012,1,1,2011-10-29 00:00:00,94841,37401,36146,30964,24791,26782,25772,27234,36132,20694,27642,27358,13518,71399,36388,94685,37374,30707,177714,144993,163670,93447,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Borussia Dortmund,DOR
8751,2011/2012,3,0,2011-10-30 00:00:00,27284,36395,97486,108524,37381,178804,38188,31290,13428,108401,32118,27503,27437,20125,95081,36073,27425,42715,37319,37342,27524,95094,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,FC Augsburg,AUG
8752,2011/2012,2,3,2011-10-29 00:00:00,30820,30530,39032,291620,37317,27774,19511,27472,26169,27339,75447,36878,35988,36076,38170,27307,25365,26545,106369,25819,50345,193530,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,Hertha BSC Berlin,HBE
8753,2011/2012,2,1,2011-10-29 00:00:00,184554,114025,40735,38432,27412,192625,145551,37292,38398,129944,30854,41087,27330,36005,24167,25483,94916,36186,27351,30250,39840,29145,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,Hannover 96,HAN
8754,2011/2012,5,1,2011-11-05 00:00:00,27358,13518,71399,36388,94685,212892,37374,177714,144993,94652,93447,30820,27287,27471,39032,37317,27774,19511,27472,27339,30949,75447,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,VfL Wolfsburg,WOL
8755,2011/2012,3,2,2011-11-05 00:00:00,27313,39455,41927,28480,184645,167094,35989,27316,141396,110148,25366,27284,36395,97486,108524,37381,178804,31290,38188,13428,108401,32118,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,1. FC Köln,FCK
8756,2011/2012,2,2,2011-11-05 00:00:00,215168,27427,27492,109615,43210,37373,27429,71560,30699,178812,31199,24104,141113,29673,27461,33338,164385,16300,52243,30987,212867,33101,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,Hamburger SV,HAM
8757,2011/2012,2,2,2011-11-06 00:00:00,41087,27330,36005,24167,25483,94916,39834,47357,30250,39840,29145,210822,68253,101501,171698,43061,27483,128827,26437,30655,243164,66578,Germany,Germany 1. Bundesliga,Hannover 96,HAN,FC Schalke 04,S04
8758,2011/2012,3,1,2011-11-04 00:00:00,27488,33823,36000,158879,25628,59595,27420,42873,22313,97747,196366,94841,37401,36146,30964,24791,25772,26782,27234,36132,20694,27642,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,VfB Stuttgart,STU
8759,2011/2012,1,2,2011-11-05 00:00:00,27433,158234,200962,178206,27436,26440,33772,36035,37042,147735,150292,178778,33792,29276,10950,23587,36771,37087,16678,27512,27352,46700,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,SC Freiburg,FRE
8760,2011/2012,1,1,2011-11-05 00:00:00,33473,38213,95574,27411,26489,119525,37357,36011,30915,40176,36084,145550,37379,39000,35998,27535,27120,36253,27418,209430,34971,75405,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,1. FC Kaiserslautern,KAI
8761,2011/2012,1,2,2011-11-06 00:00:00,147733,27437,27425,95081,26618,20125,37342,37319,42715,26982,95094,27299,27303,33085,94886,30894,121633,30868,116772,95078,30924,27326,Germany,Germany 1. Bundesliga,FC Augsburg,AUG,FC Bayern Munich,BMU
8762,2011/2012,1,2,2011-11-05 00:00:00,36878,35988,36076,38170,27307,25365,26545,50345,25819,106369,193530,184554,114025,40735,38432,27412,192625,37292,145551,38398,129944,30854,Germany,Germany 1. Bundesliga,Hertha BSC Berlin,HBE,Borussia Mönchengladbach,GLA
8763,2011/2012,0,1,2011-11-19 00:00:00,27299,27303,36183,94886,30894,147729,95078,30834,116772,30924,27326,27358,13518,20396,36388,94685,37374,30707,177714,144993,94652,93447,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,Borussia Dortmund,DOR
8764,2011/2012,4,0,2011-11-19 00:00:00,210822,72813,101501,171698,43061,27483,128827,27306,30655,243164,36784,27433,158234,200962,178206,229759,113340,26440,33772,141145,37042,147735,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,1. FC Nürnberg,NUR
8765,2011/2012,2,0,2011-11-20 00:00:00,24104,141113,27461,184821,33338,52243,16300,164385,30987,39141,33101,33473,39841,205893,27411,26489,119525,36775,30915,37357,36011,36084,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,TSG 1899 Hoffenheim,HOF
8766,2011/2012,2,2,2011-11-19 00:00:00,178778,66929,26894,10950,23587,36771,240837,27352,37087,16678,46700,36878,35988,11027,38170,27307,25365,26545,36130,25819,50345,193530,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Hertha BSC Berlin,HBE
8767,2011/2012,0,2,2011-11-18 00:00:00,145550,37379,39000,35998,27535,36253,27418,200964,209430,34971,75405,215168,97734,27492,109615,43210,37373,58354,71560,30699,27427,31199,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,Bayer 04 Leverkusen,LEV
8768,2011/2012,2,1,2011-11-20 00:00:00,94841,37401,36146,29471,24791,27234,26782,36132,58351,27642,41244,147733,27437,27425,95081,26618,37342,20125,42715,37319,95094,26982,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,FC Augsburg,AUG
8769,2011/2012,1,1,2011-12-13 00:00:00,27284,36395,97491,108524,97486,178804,38188,31290,13428,108401,32118,27488,33823,36000,27415,27331,158879,59595,22313,38364,107281,67306,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,1. FSV Mainz 05,MAI
8770,2011/2012,4,1,2011-11-19 00:00:00,30820,27287,27471,34420,37317,27774,19511,30530,201888,27339,75447,41087,27330,36005,24167,25483,94916,36186,47357,30250,39840,29145,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,Hannover 96,HAN
8771,2011/2012,5,0,2011-11-19 00:00:00,184554,114025,40735,38432,27412,192625,37292,145551,38398,30854,129944,27313,39455,41927,27438,167094,134217,35989,27316,141396,110148,25366,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,SV Werder Bremen,WBR
8772,2011/2012,2,0,2011-11-26 00:00:00,27358,13518,20396,36388,94685,212892,30707,43319,93447,177714,18576,210822,72813,101501,171698,43061,27483,128827,27306,243164,30655,36784,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,FC Schalke 04,S04
8773,2011/2012,2,0,2011-11-27 00:00:00,27313,167094,27438,28480,184645,134217,35989,27316,71353,110148,30827,94841,37401,36146,30964,24791,26782,25772,27234,36132,20694,41244,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,VfB Stuttgart,STU
8774,2011/2012,1,1,2011-11-26 00:00:00,41087,30811,36005,24167,25483,36186,39834,26928,30250,39840,29145,24104,141113,184821,27461,33338,16300,52243,164385,30987,212867,33101,Germany,Germany 1. Bundesliga,Hannover 96,HAN,Hamburger SV,HAM
8775,2011/2012,3,2,2011-11-27 00:00:00,27488,33823,36000,27415,27331,22313,59595,25628,42873,97747,38364,27299,36183,33085,94886,30894,147729,121633,116772,95078,30924,27326,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,FC Bayern Munich,BMU
8776,2011/2012,1,0,2011-11-26 00:00:00,27433,158234,200962,36934,229759,113340,26440,33772,141145,147735,150292,145550,278856,39000,35998,27535,36253,27418,27120,34971,75405,157369,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,1. FC Kaiserslautern,KAI
8777,2011/2012,1,1,2011-11-26 00:00:00,33473,37357,95574,27411,205893,193176,36011,30915,242709,172901,40176,178778,33792,10950,26894,23587,36771,240837,37087,27512,16678,46700,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,SC Freiburg,FRE
8778,2011/2012,0,3,2011-11-25 00:00:00,27284,36395,97491,39810,37381,185336,31290,178804,108401,13428,32118,184554,114025,26588,38432,27412,192625,37292,145551,38398,30854,129944,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,Borussia Mönchengladbach,GLA
8779,2011/2012,2,0,2011-11-26 00:00:00,147733,27437,27425,95081,26618,20125,37319,37342,42715,26982,95094,30820,27774,34420,27471,37317,30530,19511,27287,201888,75447,27339,Germany,Germany 1. Bundesliga,FC Augsburg,AUG,VfL Wolfsburg,WOL
8780,2011/2012,3,3,2011-11-26 00:00:00,36878,35988,11027,38170,27307,25365,26545,36130,25819,106369,193530,215168,97734,27492,109615,43210,37373,27429,71560,30699,178812,73448,Germany,Germany 1. Bundesliga,Hertha BSC Berlin,HBE,Bayer 04 Leverkusen,LEV
8781,2011/2012,2,0,2011-12-02 00:00:00,215168,27427,97734,27492,43210,178812,37373,30699,71560,31199,73448,33473,39841,95574,205893,27411,193176,37357,157729,36011,172901,30915,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,TSG 1899 Hoffenheim,HOF
8782,2011/2012,4,1,2011-12-03 00:00:00,27299,36183,33085,94886,30894,147729,121633,116772,95078,30924,27326,128689,39455,27438,28480,167094,134217,27316,35989,71353,110148,25366,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,SV Werder Bremen,WBR
8783,2011/2012,3,1,2011-12-04 00:00:00,210822,190796,30649,171698,43061,180126,128827,66578,30655,37411,36784,147733,27437,27425,26465,26618,20125,42715,37342,37319,26982,95094,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,FC Augsburg,AUG
8784,2011/2012,2,0,2011-12-04 00:00:00,24104,141113,184821,27461,33338,16300,52243,164385,30987,212867,33101,27433,158234,36934,200962,229759,26440,113340,33772,141145,147735,150292,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,1. FC Nürnberg,NUR
8785,2011/2012,1,1,2011-12-03 00:00:00,178778,240837,10950,26894,23587,37087,36771,38190,27512,16678,46700,41087,30811,36005,24167,25483,39840,36186,39834,30250,47357,29145,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Hannover 96,HAN
8786,2011/2012,1,1,2011-12-03 00:00:00,145550,37379,39000,35998,27535,27418,27120,36253,34971,209430,75405,36878,35988,36076,11027,27307,25365,26545,106369,25819,50345,193530,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,Hertha BSC Berlin,HBE
8787,2011/2012,2,2,2011-12-03 00:00:00,94841,37401,36146,30964,24791,26782,27324,27234,36132,20694,27642,27284,36395,97491,108524,97486,38188,31290,178804,108401,13428,32118,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,1. FC Köln,FCK
8788,2011/2012,2,2,2011-12-03 00:00:00,30820,27774,27471,34420,37317,30530,19511,27287,27339,75447,201888,27488,33823,36000,27415,27331,59595,22313,97747,42873,25628,38364,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,1. FSV Mainz 05,MAI
8789,2011/2012,1,1,2011-12-03 00:00:00,184554,114025,40735,38432,27412,192625,37292,145551,38398,30854,66940,27358,13518,20396,36388,94685,178818,30707,177714,144993,94652,93447,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,Borussia Dortmund,DOR
8790,2011/2012,1,1,2011-12-11 00:00:00,27358,13518,20396,36388,94685,178818,34413,43319,144993,94652,93447,145550,37379,35998,103089,27535,27418,27120,36253,34971,209430,75405,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,1. FC Kaiserslautern,KAI
8791,2011/2012,4,1,2011-12-10 00:00:00,27313,39455,27438,28480,184645,134217,35989,167094,212879,30827,25366,30820,291620,27471,34420,37317,19511,27774,27287,108461,75447,27339,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,VfL Wolfsburg,WOL
8792,2011/2012,0,0,2011-12-10 00:00:00,41087,27330,36005,24167,25483,94916,36186,39834,115670,39840,29145,215168,27427,27492,97734,43210,37373,27429,71560,178812,31199,73448,Germany,Germany 1. Bundesliga,Hannover 96,HAN,Bayer 04 Leverkusen,LEV
8793,2011/2012,0,0,2011-12-10 00:00:00,27488,33823,36000,158879,27331,27415,22313,278863,42873,25628,38364,24104,141113,27461,184821,33338,164385,52243,71017,30987,39847,33101,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,Hamburger SV,HAM
8794,2011/2012,0,2,2011-12-10 00:00:00,27433,158234,200962,36934,229759,113340,26440,33772,141145,147735,150292,33473,39841,95574,27411,37357,119525,36011,172901,242709,30915,36084,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,TSG 1899 Hoffenheim,HOF
8795,2011/2012,1,2,2011-12-11 00:00:00,94841,38842,36146,30964,24791,26782,27324,27234,36132,97752,141161,27299,27303,33085,94886,30894,30868,95078,30834,116772,30924,27326,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,FC Bayern Munich,BMU
8796,2011/2012,4,0,2011-12-10 00:00:00,27284,36395,97491,108524,97486,178804,38188,31290,13428,108401,32118,178778,240837,10950,26894,23587,36771,16678,37087,27512,27352,46700,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,SC Freiburg,FRE
8797,2011/2012,1,0,2011-12-10 00:00:00,147733,26618,27425,26465,45464,20125,42715,38182,37319,26982,95094,184554,114025,40735,38432,27412,192625,36007,145551,38398,66940,30854,Germany,Germany 1. Bundesliga,FC Augsburg,AUG,Borussia Mönchengladbach,GLA
8798,2011/2012,1,2,2011-12-09 00:00:00,36878,35988,11027,38170,27307,25365,26545,36130,25819,50345,193530,210822,68253,101501,171698,43061,27483,128827,37411,30655,66578,36784,Germany,Germany 1. Bundesliga,Hertha BSC Berlin,HBE,FC Schalke 04,S04
8799,2011/2012,0,3,2011-12-17 00:00:00,215168,27427,97734,27492,43210,37373,27429,71560,30699,178812,73448,27433,174093,36934,200962,229759,113340,26440,36035,141145,33772,150292,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,1. FC Nürnberg,NUR
8800,2011/2012,3,0,2011-12-16 00:00:00,27299,27303,33085,94886,30894,30868,95078,30834,116772,30924,27326,27284,36395,97491,39810,108524,97486,178804,31290,108401,13428,32118,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,1. FC Köln,FCK
8801,2011/2012,5,0,2011-12-17 00:00:00,210822,68253,101501,171698,43061,27483,190796,37411,30655,66578,36784,27313,41927,27438,28480,184645,134217,35989,167094,212879,25366,30827,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,SV Werder Bremen,WBR
8802,2011/2012,1,1,2011-12-17 00:00:00,24104,141113,184821,27461,33338,164385,16300,52243,39847,33101,30496,147733,26618,37369,26465,45464,37319,20125,42715,26982,38182,95094,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,FC Augsburg,AUG
8803,2011/2012,1,4,2011-12-17 00:00:00,178778,240837,10950,66929,23587,37087,188498,27512,27352,16678,46700,27358,13518,20396,36388,94685,178818,30707,43319,144993,94652,93447,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Borussia Dortmund,DOR
